kirjastus_orig	kirjastus_standardized	N	min_time	max_time	min_time_st	max_time_st	standardizing_name	manual_verified
"tallinna noorsootöötajate ühendus """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""linn noortele"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"tallinna noorsootöötajate ühendus """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""linn noortele"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	2006	2006	2006	2006	"tallinna noorsootöötajate ühendus ""linn noortele"	""
tallinna noorte infokeskus	tallinna noorte infokeskus	1	2009	2009	2009	2009	tallinna noorte infokeskus	""
tallinna noorte kommertskoda	tallinna noorte kommertskoda	1	1997	1997	1997	1997	tallinna noorte kommertskoda	""
tallinna noorte kotkaste sõprade selts	tallinna noorte kotkaste sõprade selts	1	1934	1934	1934	1934	tallinna noorte kotkaste sõprade selts	""
tallinna noorte meeste kristlik ühing	tallinna noorte meeste kristlik ühing	1	Inf	-Inf	Inf	-Inf	tallinna noorte meeste kristlik ühing	""
tallinna nõmme gümnaasium	tallinna nõmme gümnaasium	1	2009	2009	2009	2009	tallinna nõmme gümnaasium	""
tallinna nõukogude kaubanduse tehnikum	tallinna nõukogude kaubanduse tehnikum	1	1954	1954	1954	1954	tallinna nõukogude kaubanduse tehnikum	""
tallinna olümpiapurjespordikeskus	tallinna olümpiapurjespordikeskus	1	2000	2000	2000	2000	tallinna olümpiapurjespordikeskus	""
tallinna omavalitsuse tööliste ja teenijate üldühing	tallinna omavalitsuse tööliste ja teenijate üldühing	1	1939	1939	1939	1939	tallinna omavalitsuse tööliste ja teenijate üldühing	""
tallinna organiseeritud arstkond	tallinna organiseeritud arstkond	1	1930	1930	1930	1930	tallinna organiseeritud arstkond	""
tallinna pank	tallinna pank	1	1994	1994	1994	1994	tallinna pank	""
tallinna peapostkontor	tallinna peapostkontor	1	1988	1988	1988	1988	tallinna peapostkontor	""
tallinna pedagoogikakool	tallinna pedagoogikakool	2	1992	1994	1992	1994	tallinna pedagoogikakool	""
tallinna pedagoogikaülikool	tallinna pedagoogikaülikool	169	1986	2004	1986	2004	tallinna pedagoogikaülikool	""
tallinna pedagoogikaülikool ;	tallinna pedagoogikaülikool ;	1	2002	2002	2002	2002	tallinna pedagoogikaülikool ;	""
tallinna pedagoogikaülikool kirjastus	tallinna pedagoogikaülikool kirjastus	1	2004	2004	2004	2004	tallinna pedagoogikaülikool kirjastus	""
tallinna pedagoogikaülikool rahvusvaheliste ja sotsiaaluuringute instituut	tallinna pedagoogikaülikool rahvusvaheliste ja sotsiaaluuringute instituut	1	2002	2002	2002	2002	tallinna pedagoogikaülikool rahvusvaheliste ja sotsiaaluuringute instituut	""
tallinna pedagoogikaülikooli akadeemiline raamatukogu	tallinna pedagoogikaülikooli akadeemiline raamatukogu	14	2003	2005	2003	2005	tallinna pedagoogikaülikooli akadeemiline raamatukogu	""
tallinna pedagoogikaülikooli kirjastus	tallinna pedagoogikaülikooli kirjastus	245	1996	2007	1996	2007	tallinna pedagoogikaülikooli kirjastus	""
tallinna pedagoogikaülikooli ökoloogia instituut	tallinna pedagoogikaülikooli ökoloogia instituut	2	2005	2005	2005	2005	tallinna pedagoogikaülikooli ökoloogia instituut	""
tallinna pedagoogiline instituut	tallinna pedagoogiline instituut	573	1957	1992	1957	1992	tallinna pedagoogiline instituut	""
tallinna pedagoogiline seminar	tallinna pedagoogiline seminar	23	1997	2015	1997	2015	tallinna pedagoogiline seminar	""
tallinna pedagoogium	tallinna pedagoogium	2	1932	1932	1932	1932	tallinna pedagoogium	""
tallinna pedagoogline instituut	tallinna pedagoogline instituut	1	1989	1989	1989	1989	tallinna pedagoogline instituut	""
tallinna pelgulinna haigla	tallinna pelgulinna haigla	1	1996	1996	1996	1996	tallinna pelgulinna haigla	""
tallinna perearstide selts	tallinna perearstide selts	1	2010	2010	2010	2010	tallinna perearstide selts	""
tallinna perenaisteselts	tallinna perenaisteselts	1	1936	1936	1936	1936	tallinna perenaisteselts	""
tallinna piibli selts	tallinna piibli selts	1	1851	1851	1851	1851	tallinna piibli selts	""
tallinna piirivalvekool	tallinna piirivalvekool	1	1994	1994	1994	1994	tallinna piirivalvekool	""
tallinna piiskoplik toomkogudus	tallinna piiskoplik toomkogudus	2	1997	1998	1997	1998	tallinna piiskoplik toomkogudus	""
tallinna pimedate ööde filmifestival	tallinna pimedate ööde filmifestival	4	2004	2015	2004	2015	tallinna pimedate ööde filmifestival	""
tallinna pioneeride ja koolinoorte palee	tallinna pioneeride ja koolinoorte palee	5	1978	1987	1978	1987	tallinna pioneeride ja koolinoorte palee	""
tallinna pioneeride palee	tallinna pioneeride palee	3	1957	1987	1957	1987	tallinna pioneeride palee	""
tallinna poiste spordiliit	tallinna poiste spordiliit	1	1928	1928	1928	1928	tallinna poiste spordiliit	""
tallinna poistekoori fond	tallinna poistekoori fond	1	2013	2013	2013	2013	tallinna poistekoori fond	""
tallinna poksi klubi	tallinna poksi klubi	1	1939	1939	1939	1939	tallinna poksi klubi	""
tallinna poksiklubi	tallinna poksiklubi	1	1932	1932	1932	1932	tallinna poksiklubi	""
tallinna politehniline instituut	tallinna politehniline instituut	1	1965	1965	1965	1965	tallinna politehniline instituut	""
tallinna politsei spordiring	tallinna politsei spordiring	3	1927	1935	1927	1935	tallinna politsei spordiring	""
tallinna politseiametnikkude kogu	tallinna politseiametnikkude kogu	3	1922	1937	1922	1937	tallinna politseiametnikkude kogu	""
tallinna politseiprefektuu	tallinna politseiprefektuu	1	1993	1993	1993	1993	tallinna politseiprefektuu	""
tallinna politseiprefektuur	tallinna politseiprefektuur	1	1993	1993	1993	1993	tallinna politseiprefektuur	""
tallinna polutehniline instituut	tallinna polutehniline instituut	1	1963	1963	1963	1963	tallinna polutehniline instituut	""
tallinna polütehnikum	tallinna polütehnikum	4	1963	2018	1963	2018	tallinna polütehnikum	""
tallinna polütehniline insituut	tallinna polütehniline insituut	1	1983	1983	1983	1983	tallinna polütehniline insituut	""
tallinna polütehniline institut	tallinna polütehniline institut	1	1971	1971	1971	1971	tallinna polütehniline institut	""
tallinna polütehniline instituu	tallinna polütehniline instituu	1	1981	1981	1981	1981	tallinna polütehniline instituu	""
tallinna polütehniline instituut	tallinna polütehniline instituut	2412	1945	1992	1945	1992	tallinna polütehniline instituut	""
tallinna polütehniline instituuut	tallinna polütehniline instituuut	2	1964	1984	1964	1984	tallinna polütehniline instituuut	""
tallinna polütehniline instiuut	tallinna polütehniline instiuut	1	1990	1990	1990	1990	tallinna polütehniline instiuut	""
tallinna polütehniline istituut	tallinna polütehniline istituut	1	1981	1981	1981	1981	tallinna polütehniline istituut	""
tallinna polütehnilise instituudi arvutuskeskus	tallinna polütehnilise instituudi arvutuskeskus	1	1978	1978	1978	1978	tallinna polütehnilise instituudi arvutuskeskus	""
tallinna polütehnilise instituudi kirjastus	tallinna polütehnilise instituudi kirjastus	3	1958	1985	1958	1985	tallinna polütehnilise instituudi kirjastus	""
tallinna polütehnilise instituudi meeskoor	tallinna polütehnilise instituudi meeskoor	1	1962	1962	1962	1962	tallinna polütehnilise instituudi meeskoor	""
tallinna polütehnilise instituudi metoodikanõukogu	tallinna polütehnilise instituudi metoodikanõukogu	2	1976	1976	1976	1976	tallinna polütehnilise instituudi metoodikanõukogu	""
tallinna polütehnilise instituudi raamatukogu	tallinna polütehnilise instituudi raamatukogu	5	1970	1977	1970	1977	tallinna polütehnilise instituudi raamatukogu	""
tallinna polütehnilise instituut	tallinna polütehnilise instituut	5	1967	1988	1967	1988	tallinna polütehnilise instituut	""
tallinna polütehnine instituut	tallinna polütehnine instituut	2	1963	1963	1963	1963	tallinna polütehnine instituut	""
tallinna prantsuse lütseum	tallinna prantsuse lütseum	1	1937	1937	1937	1937	tallinna prantsuse lütseum	""
tallinna prantsuse lütseumi rootsi koondis	tallinna prantsuse lütseumi rootsi koondis	1	1986	1986	1986	1986	tallinna prantsuse lütseumi rootsi koondis	""
tallinna prantsuse lütseumi toetajate ühing	tallinna prantsuse lütseumi toetajate ühing	2	1935	1993	1935	1993	tallinna prantsuse lütseumi toetajate ühing	""
tallinna priitahtlik tuletõrjujate selts	tallinna priitahtlik tuletõrjujate selts	1	1926	1926	1926	1926	tallinna priitahtlik tuletõrjujate selts	""
tallinna priitahtliku tuletõrjujateseltsi juures asuw matmisekassa	tallinna priitahtliku tuletõrjujateseltsi juures asuw matmisekassa	1	1926	1926	1926	1926	tallinna priitahtliku tuletõrjujateseltsi juures asuw matmisekassa	""
tallinna psühhiaatriahaigla	tallinna psühhiaatriahaigla	1	1993	1993	1993	1993	tallinna psühhiaatriahaigla	""
tallinna puutööliste ametiühing	tallinna puutööliste ametiühing	1	1932	1932	1932	1932	tallinna puutööliste ametiühing	""
tallinna puutööliste ametiühisus	tallinna puutööliste ametiühisus	1	1926	1926	1926	1926	tallinna puutööliste ametiühisus	""
tallinna puutöömeistrite mööblimüügi majandusühing	tallinna puutöömeistrite mööblimüügi majandusühing	1	1937	1937	1937	1937	tallinna puutöömeistrite mööblimüügi majandusühing	""
tallinna puutöömeistrite ühing	tallinna puutöömeistrite ühing	2	1933	1935	1933	1935	tallinna puutöömeistrite ühing	""
tallinna puutööstuse ettewõtjate ühisus	tallinna puutööstuse ettewõtjate ühisus	1	1920	1920	1920	1920	tallinna puutööstuse ettewõtjate ühisus	""
tallinna päevaleht	tallinna päevaleht	1	1918	1918	1918	1918	tallinna päevaleht	""
tallinna põllumeeste kogu	tallinna põllumeeste kogu	1	1929	1929	1929	1929	tallinna põllumeeste kogu	""
tallinna püha platoni õigeusu teoloogia seminar	tallinna püha platoni õigeusu teoloogia seminar	4	2007	2015	2007	2015	tallinna püha platoni õigeusu teoloogia seminar	""
tallinna pühavaimu kogudus	tallinna pühavaimu kogudus	1	1933	1933	1933	1933	tallinna pühavaimu kogudus	""
tallinna raamatukirjastus	tallinna raamatukirjastus	7	2015	2016	2015	2016	tallinna raamatukirjastus	""
tallinna raamatutrükikoda	tallinna raamatutrükikoda	21	1992	2014	1992	2014	tallinna raamatutrükikoda	""
tallinna raekoda	tallinna raekoda	7	2003	2008	2003	2008	tallinna raekoda	""
tallinna raekoda ;	tallinna raekoda ;	1	2014	2014	2014	2014	tallinna raekoda ;	""
tallinna rahvamaja	tallinna rahvamaja	1	1940	1940	1940	1940	tallinna rahvamaja	""
tallinna rahvasaadikute nõukogu täitevkomitee	tallinna rahvasaadikute nõukogu täitevkomitee	1	1982	1982	1982	1982	tallinna rahvasaadikute nõukogu täitevkomitee	""
tallinna rahvaülikooli segakoor	tallinna rahvaülikooli segakoor	1	1937	1937	1937	1937	tallinna rahvaülikooli segakoor	""
tallinna rahvaülikooli selts	tallinna rahvaülikooli selts	7	1925	1940	1925	1940	tallinna rahvaülikooli selts	""
tallinna rahvaülikooli seltsi laulukoor	tallinna rahvaülikooli seltsi laulukoor	1	1934	1934	1934	1934	tallinna rahvaülikooli seltsi laulukoor	""
tallinna rahvaülikooli seltsi segakoor	tallinna rahvaülikooli seltsi segakoor	3	1933	1935	1933	1935	tallinna rahvaülikooli seltsi segakoor	""
tallinna rahvaülikoolide selts	tallinna rahvaülikoolide selts	7	1917	1932	1917	1932	tallinna rahvaülikoolide selts	""
tallinna rahvaülikoolide seltsi laulukoor	tallinna rahvaülikoolide seltsi laulukoor	2	1928	1929	1928	1929	tallinna rahvaülikoolide seltsi laulukoor	""
tallinna rahvaülikoolide seltsi segakoor	tallinna rahvaülikoolide seltsi segakoor	4	1928	1931	1928	1931	tallinna rahvaülikoolide seltsi segakoor	""
tallinna rahvusvahelise filmifestivali büroo	tallinna rahvusvahelise filmifestivali büroo	1	1998	1998	1998	1998	tallinna rahvusvahelise filmifestivali büroo	""
tallinna rahvusvahelise väärtpaberite börs	tallinna rahvusvahelise väärtpaberite börs	1	1993	1993	1993	1993	tallinna rahvusvahelise väärtpaberite börs	""
tallinna rakenduskunsti triennaali ühendus	tallinna rakenduskunsti triennaali ühendus	6	2000	2017	2000	2017	tallinna rakenduskunsti triennaali ühendus	""
tallinna rakenduskunsti triennaali ühendus :	tallinna rakenduskunsti triennaali ühendus :	1	1997	1997	1997	1997	tallinna rakenduskunsti triennaali ühendus :	""
tallinna reaalkool	tallinna reaalkool	7	2002	2019	2002	2019	tallinna reaalkool	""
tallinna reaalkool ;	tallinna reaalkool ;	1	2015	2015	2015	2015	tallinna reaalkool ;	""
tallinna reiki ühing	tallinna reiki ühing	1	2001	2001	2001	2001	tallinna reiki ühing	""
tallinna remondi  ja ehitustrust	tallinna remondi  ja ehitustrust	1	1981	1981	1981	1981	tallinna remondi  ja ehitustrust	""
tallinna restoranide kohvikute ja söögimajade teenijate üldühing	tallinna restoranide kohvikute ja söögimajade teenijate üldühing	1	1931	1931	1931	1931	tallinna restoranide kohvikute ja söögimajade teenijate üldühing	""
tallinna reumaühendus	tallinna reumaühendus	1	2007	2007	2007	2007	tallinna reumaühendus	""
tallinna riigi  ja omavalitsusteenijate ühing	tallinna riigi  ja omavalitsusteenijate ühing	1	1927	1927	1927	1927	tallinna riigi  ja omavalitsusteenijate ühing	""
tallinna riiklik akadeemiline draamateater	tallinna riiklik akadeemiline draamateater	1	1974	1974	1974	1974	tallinna riiklik akadeemiline draamateater	""
tallinna riiklik konservatoorium	tallinna riiklik konservatoorium	2	1950	1979	1950	1979	tallinna riiklik konservatoorium	""
tallinna riiklik kunstimuusem	tallinna riiklik kunstimuusem	1	1952	1952	1952	1952	tallinna riiklik kunstimuusem	""
tallinna riiklik kunstimuuseum	tallinna riiklik kunstimuuseum	52	1946	1970	1946	1970	tallinna riiklik kunstimuuseum	""
tallinna riiklik tarbekunsti instituut	tallinna riiklik tarbekunsti instituut	25	1945	1950	1945	1950	tallinna riiklik tarbekunsti instituut	""
tallinna rooma katoliku heategev selts	tallinna rooma katoliku heategev selts	1	1923	1923	1923	1923	tallinna rooma katoliku heategev selts	""
tallinna rätsepatööliste ühisus	tallinna rätsepatööliste ühisus	1	1938	1938	1938	1938	tallinna rätsepatööliste ühisus	""
tallinna rüütliordude muuseum	tallinna rüütliordude muuseum	1	2017	2017	2017	2017	tallinna rüütliordude muuseum	""
tallinna saarlaste segakoor	tallinna saarlaste segakoor	1	2002	2002	2002	2002	tallinna saarlaste segakoor	""
tallinna saarlaste ühendus	tallinna saarlaste ühendus	6	2000	2008	2000	2008	tallinna saarlaste ühendus	""
tallinna sadam	tallinna sadam	10	2000	2007	2000	2007	tallinna sadam	""
tallinna sadama laevatööliste haiguse puhul abiandmise kassa	tallinna sadama laevatööliste haiguse puhul abiandmise kassa	1	1937	1937	1937	1937	tallinna sadama laevatööliste haiguse puhul abiandmise kassa	""
tallinna sadama laevatööliste ühing	tallinna sadama laevatööliste ühing	3	1935	1938	1935	1938	tallinna sadama laevatööliste ühing	""
tallinna sadama tööliste ühisus	tallinna sadama tööliste ühisus	1	1925	1925	1925	1925	tallinna sadama tööliste ühisus	""
tallinna sadama vabatahtlik tuletõrje ühing	tallinna sadama vabatahtlik tuletõrje ühing	1	1932	1932	1932	1932	tallinna sadama vabatahtlik tuletõrje ühing	""
tallinna sadamatööliste ametiühing	tallinna sadamatööliste ametiühing	1	1937	1937	1937	1937	tallinna sadamatööliste ametiühing	""
tallinna saksa gümnaasium	tallinna saksa gümnaasium	2	2007	2012	2007	2012	tallinna saksa gümnaasium	""
tallinna saksa gümnaasium etc.	tallinna saksa gümnaasium etc.	1	2017	2017	2017	2017	tallinna saksa gümnaasium etc.	""
tallinna saksa kultuuriinstituut	tallinna saksa kultuuriinstituut	1	2016	2016	2016	2016	tallinna saksa kultuuriinstituut	""
tallinna saksa kultuuriinstituut / goethe instituut	tallinna saksa kultuuriinstituut / goethe instituut	4	2001	2011	2001	2011	tallinna saksa kultuuriinstituut / goethe instituut	""
tallinna saksa kultuuriinstituut/goethe instituut	tallinna saksa kultuuriinstituut/goethe instituut	1	2009	2009	2009	2009	tallinna saksa kultuuriinstituut/goethe instituut	""
tallinna saksa meestelaulu selts	tallinna saksa meestelaulu selts	1	1939	1939	1939	1939	tallinna saksa meestelaulu selts	""
tallinna salme kultuurikeskus	tallinna salme kultuurikeskus	2	2013	2015	2013	2015	tallinna salme kultuurikeskus	""
tallinna sidekool	tallinna sidekool	1	1995	1995	1995	1995	tallinna sidekool	""
tallinna soroptimist klubi	tallinna soroptimist klubi	1	1939	1939	1939	1939	tallinna soroptimist klubi	""
tallinna sotsiaal  ja tervishoiuamet	tallinna sotsiaal  ja tervishoiuamet	10	1999	2010	1999	2010	tallinna sotsiaal  ja tervishoiuamet	""
tallinna sotsiaaltöö keskus	tallinna sotsiaaltöö keskus	2	2007	2011	2007	2011	tallinna sotsiaaltöö keskus	""
tallinna sotsialist revolutsionääride partei komitee	tallinna sotsialist revolutsionääride partei komitee	1	1917	1917	1917	1917	tallinna sotsialist revolutsionääride partei komitee	""
tallinna spordi  ja noorsooamet	tallinna spordi  ja noorsooamet	3	2007	2013	2007	2013	tallinna spordi  ja noorsooamet	""
tallinna spordimängude organiseerimiskomitee	tallinna spordimängude organiseerimiskomitee	1	1969	1969	1969	1969	tallinna spordimängude organiseerimiskomitee	""
tallinna spordiveteranide koondis	tallinna spordiveteranide koondis	1	2005	2005	2005	2005	tallinna spordiveteranide koondis	""
tallinna supelusharrastajate selts	tallinna supelusharrastajate selts	1	1933	1933	1933	1933	tallinna supelusharrastajate selts	""
tallinna säästva arengu ja planeerimise amet	tallinna säästva arengu ja planeerimise amet	4	2001	2002	2001	2002	tallinna säästva arengu ja planeerimise amet	""
tallinna taaskasutuskeskus	tallinna taaskasutuskeskus	3	2006	2006	2006	2006	tallinna taaskasutuskeskus	""
tallinna tahnikaülikooli kirjastus	tallinna tahnikaülikooli kirjastus	1	2010	2010	2010	2010	tallinna tahnikaülikooli kirjastus	""
"tallinna taksopargi spordiklubi """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""tempo"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"tallinna taksopargi spordiklubi """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""tempo"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	1989	1989	1989	1989	"tallinna taksopargi spordiklubi ""tempo"	""
tallinna tarbijate kooperatiiv	tallinna tarbijate kooperatiiv	1	1940	1940	1940	1940	tallinna tarbijate kooperatiiv	""
tallinna teadlaste maja	tallinna teadlaste maja	4	2002	2018	2002	2018	tallinna teadlaste maja	""
tallinna teaduspark tehnopol	tallinna teaduspark tehnopol	1	2012	2012	2012	2012	tallinna teaduspark tehnopol	""
tallinna technical university	tallinna technical university	3	2001	2003	2001	2003	tallinna technical university	""
